loan_status,grade,sub_grade,verification_status,purpose,term,initial_list_status,emp_length,home_ownership,application_type,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,installment,int_rate,fico_range_low,fico_range_high,last_pymnt_amnt,last_pymnt_d,total_rec_int,addr_state,zip_code
Current,E,E5,Not Verified,home_improvement,60 months,f,4 years,MORTGAGE,INDIVIDUAL,18904.00,202509.75,0.0958,0,1,3,0,16004.39,55.6155,8,5,0,Apr-2014,Jun-2008,458.52,25.2957,712,716,450.34,Feb-2015,1872.34,WA,563xx
Current,D,D5,Verified,moving,36 months,f,6 years,OWN,INDIVIDUAL,33958.00,229361.41,0.1214,1,5,14,1,9487.41,68.1841,27,6,0,Mar-2014,May-1993,1021.43,9.2058,660,664,1014.35,Aug-2014,1680.10,IL,554xx
Fully Paid,A,A2,Source Verified,renewable_energy,36 months,f,9 years,OWN,INDIVIDUAL,8632.00,135151.89,0.3721,1,4,13,1,40557.07,24.2011,14,1,0,Oct-2019,Jan-2008,292.95,24.6406,823,827,315.13,Aug-2020,543.67,FL,595xx
Fully Paid,B,B3,Verified,wedding,36 months,w,3 years,MORTGAGE,INDIVIDUAL,19594.00,52043.09,0.0902,0,1,8,0,7955.80,49.8515,20,3,0,Sep-2016,Mar-1993,581.44,7.5856,673,677,588.59,Sep-2016,272.07,NC,412xx
Current,C,C3,Source Verified,home_improvement,60 months,f,3 years,OWN,INDIVIDUAL,37434.00,84592.14,0.1926,0,1,25,2,5966.88,25.6994,27,1,0,Feb-2020,Apr-1995,915.17,25.9364,612,616,918.80,Feb-2021,1320.12,FL,355xx
Fully Paid,B,B1,Not Verified,major_purchase,36 months,f,2 years,OWN,INDIVIDUAL,9000.00,88029.41,0.0988,0,3,1,1,5076.00,44.2975,8,0,0,Aug-2021,Aug-2020,275.87,11.4999,810,814,249.52,Oct-2022,256.02,WA,483xx
Fully Paid,B,B5,Source Verified,moving,36 months,f,9 years,RENT,INDIVIDUAL,32991.00,154041.63,0.1867,0,1,4,0,22507.66,78.8736,6,2,0,Nov-2019,Feb-1990,1122.27,24.9582,592,596,1103.61,Aug-2020,2898.76,WA,322xx
In Grace Period,E,E1,Verified,small_business,36 months,f,5 years,RENT,INDIVIDUAL,16097.00,127360.93,0.1307,3,2,14,0,2047.00,60.5404,24,2,2,May-2019,Jul-1991,494.24,11.7055,671,675,500.89,Apr-2020,12.39,NY,695xx
Fully Paid,F,F4,Source Verified,medical,36 months,f,1 year,OWN,INDIVIDUAL,7692.00,103775.55,0.1653,2,0,2,1,20263.50,82.5680,31,3,0,Apr-2017,Feb-2000,232.88,9.9900,727,731,170.44,Nov-2017,147.46,AZ,421xx
Current,C,C4,Not Verified,vacation,36 months,f,1 year,OWN,JOINT,36040.00,58008.63,0.2338,1,1,9,0,2507.99,22.6099,34,1,0,Nov-2019,Jun-1996,1077.79,8.5109,624,628,1072.93,Jun-2020,1157.47,CA,516xx
Fully Paid,D,D3,Source Verified,vacation,36 months,f,< 1 year,ANY,JOINT,1567.00,119415.85,0.1000,0,0,11,0,21807.54,67.5193,14,0,0,Mar-2020,Oct-2013,52.55,23.0197,682,686,74.79,May-2021,150.72,AZ,580xx
Current,G,G1,Verified,home_improvement,60 months,w,6 years,RENT,INDIVIDUAL,26001.00,51732.19,0.3013,0,2,6,0,15723.39,40.8215,13,2,0,Dec-2017,Jun-1987,621.04,24.0624,696,700,662.43,Jul-2018,3092.09,FL,609xx
Fully Paid,C,C2,Verified,moving,36 months,w,7 years,RENT,INDIVIDUAL,11217.00,205915.53,0.2174,1,1,14,1,26907.65,53.4600,21,1,0,Jan-2022,Mar-2020,362.70,18.2287,783,787,394.52,Oct-2022,1141.67,NJ,183xx
Fully Paid,D,D3,Not Verified,home_improvement,36 months,f,8 years,RENT,INDIVIDUAL,9539.00,28644.28,0.0000,1,2,16,1,6789.40,73.7551,38,4,1,Jan-2019,Jul-2006,282.20,7.2251,763,767,313.01,Jul-2019,195.20,NC,423xx
Fully Paid,F,F3,Not Verified,credit_card,60 months,w,10+ years,OWN,JOINT,39914.00,74420.98,0.3552,0,3,7,0,10854.73,64.1636,14,2,0,Oct-2016,Sep-1991,846.34,15.1247,722,726,837.13,Nov-2016,630.13,AZ,208xx
Fully Paid,C,C2,Verified,home_improvement,60 months,f,8 years,RENT,INDIVIDUAL,6673.00,214817.09,0.0911,2,0,13,0,2562.95,97.0876,29,5,0,Sep-2014,Feb-1985,154.63,21.6853,735,739,162.46,Dec-2014,38.24,AZ,969xx
Charged Off,A,A3,Verified,debt_consolidation,60 months,w,2 years,OWN,INDIVIDUAL,2231.00,178224.07,0.1494,1,2,14,1,16241.01,28.4267,33,6,2,Jul-2019,Jul-2012,45.48,12.3888,794,798,69.71,Apr-2020,42.30,AZ,684xx
Fully Paid,E,E3,Verified,debt_consolidation,36 months,w,1 year,OWN,INDIVIDUAL,10515.00,97269.53,0.2193,1,1,4,0,18994.30,60.9015,12,3,0,Aug-2022,Dec-2007,329.09,14.0759,677,681,354.42,Feb-2023,416.36,AZ,229xx
Fully Paid,D,D4,Verified,debt_consolidation,60 months,w,1 year,ANY,INDIVIDUAL,28263.00,151813.56,0.2416,1,5,11,1,15176.79,49.3153,37,0,0,Mar-2022,Jul-1999,658.07,22.0567,639,643,633.70,May-2022,1504.97,NC,659xx
Current,D,D4,Source Verified,wedding,60 months,w,7 years,MORTGAGE,INDIVIDUAL,32900.00,154601.13,0.2722,1,6,18,1,6645.03,59.1688,36,1,0,Feb-2020,Aug-1996,682.12,13.5550,658,662,666.76,Mar-2020,2484.36,FL,109xx
Fully Paid,E,E5,Not Verified,medical,36 months,w,9 years,OWN,INDIVIDUAL,8822.00,37655.39,0.1365,0,1,18,1,36295.27,63.7438,43,5,0,Nov-2020,Nov-1998,279.77,15.7395,754,758,302.37,Sep-2021,755.68,GA,266xx
Fully Paid,B,B5,Source Verified,other,36 months,f,< 1 year,MORTGAGE,JOINT,32433.00,106758.16,0.3219,0,5,17,0,3339.06,65.0620,37,6,0,Dec-2019,May-1996,991.17,11.1308,790,794,1008.62,May-2020,1348.86,FL,497xx
Fully Paid,B,B2,Source Verified,car,36 months,f,5 years,MORTGAGE,JOINT,32123.00,39652.66,0.0657,1,0,12,1,16681.37,38.0494,37,2,0,May-2015,May-1990,1045.07,19.0221,662,666,1067.46,Oct-2015,2860.14,NY,418xx
Current,C,C5,Verified,other,36 months,f,3 years,RENT,INDIVIDUAL,4311.00,81643.13,0.3158,1,3,15,0,12241.38,51.6065,29,6,0,Jan-2021,Jan-2015,130.37,9.8518,745,749,105.58,Jun-2021,40.00,FL,958xx
Fully Paid,A,A3,Verified,home_improvement,36 months,w,6 years,MORTGAGE,INDIVIDUAL,10019.00,26510.11,0.2827,2,3,5,1,26627.23,34.1003,28,0,0,Sep-2015,Aug-2008,333.05,21.8573,815,819,342.65,Nov-2015,1188.70,TX,162xx
Fully Paid,D,D4,Source Verified,small_business,36 months,f,7 years,MORTGAGE,JOINT,14953.00,181800.99,0.1755,2,2,1,0,37139.96,52.4808,1,4,0,Aug-2020,Mar-2009,498.68,22.2891,688,692,523.92,Aug-2021,1276.06,FL,287xx
Fully Paid,E,E4,Not Verified,debt_consolidation,36 months,w,1 year,RENT,JOINT,8604.00,193089.38,0.0015,0,1,13,1,2497.11,62.1392,16,2,0,Dec-2014,Jan-1997,292.63,24.9326,807,811,281.78,Mar-2015,41.25,TX,483xx
Current,C,C5,Not Verified,house,36 months,f,8 years,MORTGAGE,INDIVIDUAL,11981.00,163314.63,0.2040,1,5,18,1,23517.28,69.7165,46,1,0,May-2014,Jul-2002,399.60,22.3007,629,633,376.09,Oct-2015,853.60,WA,685xx
Fully Paid,D,D4,Source Verified,major_purchase,36 months,f,5 years,MORTGAGE,JOINT,19335.00,158294.18,0.2111,2,2,9,0,18995.53,49.3295,36,5,0,Jun-2015,Jun-2005,654.42,24.2740,761,765,652.20,Jun-2015,1659.50,NC,206xx
Fully Paid,B,B2,Not Verified,home_improvement,36 months,w,2 years,RENT,JOINT,30637.00,208344.67,0.2434,3,1,18,1,7538.54,78.7384,29,5,0,Nov-2015,Jan-2009,932.93,10.6936,742,746,944.27,Mar-2016,1788.36,CA,785xx
Fully Paid,A,A4,Source Verified,small_business,60 months,f,1 year,OWN,INDIVIDUAL,14945.00,80505.21,0.1273,0,1,1,1,23226.79,43.6364,18,1,0,Jun-2017,Jan-1995,369.56,26.8702,781,785,320.60,Sep-2017,2147.15,WA,635xx
Current,F,F1,Verified,house,36 months,f,10+ years,MORTGAGE,JOINT,11583.00,33750.70,0.1974,1,0,22,1,27329.65,34.2707,38,0,0,Sep-2018,Oct-2001,386.06,22.2092,685,689,394.44,Feb-2019,391.53,NJ,177xx
Fully Paid,A,A2,Source Verified,medical,36 months,w,1 year,OWN,INDIVIDUAL,16056.00,70150.79,0.1850,1,3,13,0,26642.53,60.2020,24,2,0,Nov-2020,Sep-1990,476.16,7.5145,759,763,460.38,Feb-2021,336.47,TX,835xx
Current,F,F2,Verified,credit_card,36 months,f,< 1 year,ANY,INDIVIDUAL,26159.00,219296.48,0.2335,1,1,19,1,2300.01,27.0712,33,2,0,Nov-2021,Nov-2001,905.01,27.2746,798,802,869.79,Apr-2023,2093.53,NJ,528xx
Current,B,B4,Not Verified,car,36 months,f,5 years,MORTGAGE,JOINT,7718.00,59744.12,0.2057,1,3,19,1,23809.36,43.1209,24,1,0,Nov-2014,Mar-2002,242.26,14.4443,651,655,232.34,Dec-2015,39.48,FL,954xx
Current,E,E2,Source Verified,moving,36 months,w,2 years,MORTGAGE,INDIVIDUAL,6412.00,213014.97,0.2496,0,3,10,1,22036.25,46.2911,23,8,1,Jul-2014,Jan-1990,205.78,17.2622,693,697,192.54,Jul-2014,521.10,NY,686xx
Current,E,E5,Source Verified,credit_card,36 months,f,2 years,MORTGAGE,JOINT,16411.00,209382.56,0.2001,0,2,6,1,29850.10,45.2963,33,6,0,Apr-2020,Jan-1998,517.13,14.9331,823,827,499.65,Feb-2021,1104.89,NY,551xx
Fully Paid,A,A5,Not Verified,debt_consolidation,36 months,w,9 years,RENT,INDIVIDUAL,37084.00,139107.79,0.2303,2,3,9,0,22185.28,15.2851,29,3,0,May-2014,May-1996,1176.20,15.7578,706,710,1169.91,May-2015,760.23,NJ,572xx
Fully Paid,A,A4,Source Verified,vacation,36 months,w,4 years,MORTGAGE,INDIVIDUAL,3124.00,19812.98,0.2835,1,4,6,1,10965.20,41.9845,31,1,0,Mar-2014,Aug-1997,98.68,15.2362,802,806,86.81,May-2014,100.28,GA,406xx
Fully Paid,B,B4,Verified,renewable_energy,36 months,w,4 years,MORTGAGE,INDIVIDUAL,32222.00,152035.86,0.0924,2,2,5,1,1996.63,37.2832,24,3,0,Jun-2016,Feb-2011,1007.24,13.9261,740,744,1031.39,Feb-2017,2157.95,TX,822xx
Current,D,D4,Verified,renewable_energy,36 months,w,6 years,OWN,JOINT,13892.00,180646.04,0.3234,1,2,2,1,11465.09,28.6962,25,3,0,Aug-2017,Jun-2000,453.93,19.5918,683,687,443.82,Jan-2019,969.95,NC,204xx
Current,D,D3,Not Verified,medical,36 months,w,3 years,ANY,JOINT,23484.00,74437.63,0.1607,1,2,4,0,7548.24,0.4870,15,1,0,Apr-2019,Mar-2011,744.60,15.7154,658,662,777.77,Oct-2019,1039.36,TX,392xx
Fully Paid,C,C1,Source Verified,vacation,36 months,f,3 years,ANY,INDIVIDUAL,18271.00,31622.13,0.2223,1,1,13,0,18407.10,56.8048,41,2,0,Nov-2018,Mar-2004,609.65,22.3570,582,586,651.36,Apr-2019,2052.65,TX,728xx
Current,D,D4,Source Verified,medical,60 months,w,1 year,RENT,JOINT,23997.00,21867.44,0.0570,0,0,5,1,21601.94,66.7398,23,1,0,Feb-2014,Nov-1985,582.76,25.3930,775,779,550.52,Jun-2014,512.92,TX,247xx
Fully Paid,B,B3,Not Verified,moving,60 months,f,5 years,MORTGAGE,INDIVIDUAL,2172.00,37573.52,0.1825,1,2,6,0,28539.52,72.1544,34,0,0,Dec-2017,Mar-1991,50.96,22.6465,675,679,18.46,Sep-2018,1.83,NC,735xx
Charged Off,D,D1,Source Verified,house,60 months,f,6 years,OWN,JOINT,38029.00,169480.99,0.2293,0,0,15,0,2350.25,30.1981,20,2,2,Apr-2019,Sep-1995,918.01,24.9105,718,722,897.18,Jun-2020,3360.73,GA,687xx
Fully Paid,B,B2,Not Verified,other,36 months,w,< 1 year,OWN,INDIVIDUAL,27716.00,63108.56,0.1004,2,0,13,1,19893.81,32.2519,24,4,0,Mar-2015,Nov-2012,942.49,24.9098,596,600,925.79,Aug-2016,1472.59,WA,707xx
Current,B,B5,Source Verified,small_business,36 months,f,3 years,ANY,INDIVIDUAL,18287.00,183722.55,0.1843,0,6,14,0,5833.30,21.6651,14,1,0,Nov-2018,Jan-1989,541.79,7.3977,685,689,535.49,Dec-2019,776.86,NC,109xx
In Grace Period,B,B2,Not Verified,major_purchase,36 months,f,1 year,ANY,INDIVIDUAL,1254.00,143007.97,0.0798,0,2,12,1,1686.27,62.9953,38,1,1,Jan-2019,Jun-2014,36.77,6.1916,594,598,2.35,Nov-2019,11.73,FL,956xx
Charged Off,D,D5,Not Verified,other,36 months,f,9 years,MORTGAGE,INDIVIDUAL,5866.00,33123.20,0.1770,4,3,3,1,8473.60,56.9784,8,5,1,Dec-2018,Aug-1997,184.15,14.4571,812,816,164.72,Mar-2019,123.69,NJ,836xx
Current,A,A1,Verified,house,36 months,w,8 years,ANY,INDIVIDUAL,37014.00,84447.23,0.1835,0,2,17,1,7116.83,41.0318,36,2,0,Mar-2016,Dec-2004,1152.88,13.4772,756,760,1142.94,Dec-2016,1221.48,TX,361xx
Current,B,B2,Not Verified,debt_consolidation,60 months,f,1 year,ANY,INDIVIDUAL,2380.00,213418.52,0.3016,1,3,17,0,19407.69,47.0785,36,4,0,Oct-2014,Feb-2013,46.71,9.8675,712,716,37.27,Feb-2015,108.93,AZ,278xx
Current,C,C4,Not Verified,renewable_energy,36 months,f,6 years,ANY,INDIVIDUAL,24433.00,67956.99,0.1179,1,0,15,0,568.28,61.0165,37,2,0,Aug-2021,Feb-2001,813.25,22.0288,707,711,784.64,Oct-2022,720.08,AZ,901xx
Current,C,C1,Verified,vacation,36 months,f,6 years,RENT,INDIVIDUAL,21610.00,235059.45,0.2012,3,2,9,0,21003.22,38.2862,30,2,0,Sep-2018,May-2008,721.41,22.4209,772,776,722.68,Feb-2020,233.83,CA,441xx
Fully Paid,A,A3,Source Verified,small_business,36 months,w,4 years,RENT,INDIVIDUAL,20767.00,61423.28,0.3209,0,2,13,0,7892.69,58.7025,20,3,0,May-2017,Aug-1992,700.37,23.7889,731,735,699.11,Nov-2017,1002.01,WA,860xx
Fully Paid,B,B1,Source Verified,house,60 months,w,6 years,ANY,INDIVIDUAL,33620.00,50452.24,0.1387,1,2,8,1,5760.83,58.5911,27,4,0,Jan-2020,Jun-2013,645.62,8.4557,618,622,658.08,Apr-2020,1664.58,WA,688xx
Fully Paid,E,E4,Not Verified,medical,36 months,f,7 years,OWN,INDIVIDUAL,28206.00,146134.56,0.2575,1,4,11,0,15524.33,13.6118,39,3,0,Mar-2014,Oct-1999,959.72,24.9905,638,642,951.87,Oct-2014,3114.23,WA,815xx
In Grace Period,E,E1,Source Verified,moving,36 months,w,< 1 year,RENT,INDIVIDUAL,26498.00,85133.42,0.0000,3,3,8,0,14263.33,30.9484,33,5,0,Mar-2015,Oct-2007,795.69,9.0016,605,609,767.59,Sep-2015,1182.03,GA,412xx
Current,D,D5,Not Verified,car,36 months,w,8 years,MORTGAGE,INDIVIDUAL,26461.00,158359.67,0.1980,1,2,18,0,31776.96,62.6174,45,1,0,Oct-2021,Apr-2010,852.13,17.7016,746,750,822.92,Jan-2022,2801.34,AZ,436xx
Fully Paid,B,B3,Not Verified,car,36 months,w,2 years,ANY,INDIVIDUAL,19607.00,151195.43,0.2214,2,5,12,0,24217.34,64.8441,22,4,0,Sep-2017,Nov-1998,657.42,23.0077,761,765,630.99,Oct-2018,1617.91,AZ,919xx
Fully Paid,A,A5,Verified,vacation,36 months,w,8 years,MORTGAGE,INDIVIDUAL,8032.00,25106.46,0.2496,1,2,15,0,4544.97,24.2055,28,1,0,Mar-2018,Apr-2015,243.56,10.1817,726,730,303.89,Apr-2019,207.66,NJ,969xx
Current,D,D2,Not Verified,renewable_energy,60 months,f,1 year,MORTGAGE,JOINT,9901.00,73806.64,0.1475,0,1,22,1,17607.92,53.9057,33,0,0,Jan-2016,Feb-2013,202.17,12.5071,629,633,199.40,Apr-2017,409.98,NJ,124xx
In Grace Period,B,B4,Verified,vacation,36 months,f,3 years,ANY,INDIVIDUAL,30317.00,214836.81,0.1932,2,1,7,1,5933.70,54.0953,29,3,0,Apr-2016,Mar-2005,1002.80,21.1978,637,641,1015.44,Jan-2017,1346.04,TX,485xx
Current,B,B3,Not Verified,medical,36 months,f,6 years,OWN,JOINT,28728.00,113189.67,0.1989,0,2,11,1,44067.99,51.8110,30,0,0,Nov-2022,Feb-2013,911.56,15.8122,593,597,922.79,Jan-2024,951.48,NC,193xx
Fully Paid,C,C3,Verified,renewable_energy,36 months,f,7 years,RENT,INDIVIDUAL,2109.00,225623.64,0.2140,1,1,15,0,2788.38,46.9524,24,3,0,Jun-2015,Dec-1989,67.51,16.9324,779,783,100.87,Mar-2016,19.29,CA,581xx
Fully Paid,A,A3,Verified,major_purchase,36 months,f,1 year,RENT,INDIVIDUAL,5381.00,31059.75,0.1557,1,0,21,0,11418.63,87.2943,37,0,0,Sep-2022,Jun-2016,165.27,11.7431,752,756,163.30,Sep-2023,92.40,AZ,923xx
Fully Paid,E,E3,Not Verified,credit_card,36 months,f,6 years,RENT,INDIVIDUAL,8591.00,175335.54,0.1195,0,5,10,0,638.04,65.2245,22,2,0,May-2021,Jan-2004,253.24,6.7964,586,590,218.09,Feb-2022,75.47,NC,643xx
Fully Paid,B,B3,Verified,moving,60 months,f,10+ years,RENT,JOINT,27988.00,147497.64,0.1012,2,1,6,2,9176.05,28.0663,19,3,0,Sep-2016,Feb-1993,523.13,6.7480,669,673,517.09,Dec-2016,780.28,AZ,943xx
Fully Paid,D,D4,Verified,wedding,36 months,f,6 years,OWN,JOINT,19985.00,107816.33,0.2119,0,0,19,1,8266.84,38.4778,26,6,0,Jun-2017,Jul-1990,647.03,18.3927,787,791,634.08,Feb-2018,1180.20,CA,881xx
Fully Paid,E,E1,Not Verified,debt_consolidation,36 months,w,3 years,ANY,INDIVIDUAL,35423.00,113813.94,0.1937,0,2,9,1,4615.78,63.6217,9,1,0,Sep-2019,Feb-1993,1127.73,16.2336,627,631,1133.63,Nov-2019,805.57,NJ,567xx
Current,C,C3,Source Verified,vacation,36 months,f,6 years,RENT,INDIVIDUAL,1819.00,24361.13,0.1874,2,3,14,0,43215.56,74.9869,14,1,0,Jan-2021,Jul-2000,55.73,11.4292,718,722,40.01,Jun-2021,36.79,TX,468xx
Default,A,A4,Source Verified,other,36 months,f,8 years,OWN,INDIVIDUAL,1085.00,102499.40,0.2106,1,2,12,1,7231.31,59.1688,20,4,2,Nov-2021,Nov-2009,32.61,9.0995,653,657,26.06,Aug-2022,26.76,NJ,225xx
Current,C,C2,Source Verified,medical,36 months,w,10+ years,OWN,INDIVIDUAL,3718.00,52197.33,0.0444,2,2,7,1,2623.14,40.2205,17,2,0,Jan-2014,Jul-2007,113.56,11.0661,622,626,103.73,Sep-2014,51.14,CA,143xx
Fully Paid,D,D2,Not Verified,medical,60 months,f,5 years,RENT,INDIVIDUAL,15090.00,147693.37,0.2344,2,2,13,0,11138.55,13.9229,38,2,0,Sep-2014,May-1998,327.88,16.8720,667,671,312.46,Dec-2014,732.44,CA,854xx
Fully Paid,C,C5,Not Verified,home_improvement,36 months,f,< 1 year,OWN,INDIVIDUAL,21451.00,207112.00,0.1764,1,2,12,0,14982.04,54.4769,30,4,0,May-2021,Oct-1991,722.86,23.6823,702,706,735.45,Jan-2022,2255.37,NC,320xx
Fully Paid,C,C1,Verified,vacation,36 months,f,3 years,MORTGAGE,JOINT,11044.00,176200.46,0.1384,3,3,11,1,4567.17,57.9479,11,0,0,Jul-2021,Feb-1999,347.35,14.6954,605,609,355.18,Aug-2022,651.54,WA,866xx
Current,F,F1,Source Verified,major_purchase,36 months,f,4 years,OWN,INDIVIDUAL,17650.00,122080.16,0.0035,1,1,11,0,5147.53,47.0281,18,2,0,Dec-2017,Jun-2003,521.19,7.0066,823,827,516.50,Jan-2019,288.07,IL,689xx
Current,D,D2,Not Verified,moving,36 months,f,< 1 year,ANY,INDIVIDUAL,38123.00,233600.20,0.1849,1,4,4,1,1776.30,33.4974,17,4,0,Jan-2022,May-2017,1125.51,6.9816,731,735,1120.97,Aug-2022,70.03,CA,753xx
Fully Paid,D,D3,Not Verified,medical,60 months,f,2 years,OWN,INDIVIDUAL,23109.00,27569.57,0.2580,2,1,9,1,34790.38,56.0988,16,4,0,Feb-2020,Apr-2001,482.36,14.0215,618,622,507.66,May-2020,622.37,GA,509xx
In Grace Period,B,B2,Not Verified,other,36 months,f,7 years,MORTGAGE,INDIVIDUAL,15251.00,81813.74,0.3690,1,2,1,1,37255.46,65.8209,4,6,2,Feb-2016,Nov-2004,506.84,21.8206,809,813,495.26,Mar-2016,340.95,AZ,850xx
Fully Paid,D,D3,Verified,other,36 months,w,4 years,ANY,INDIVIDUAL,37472.00,148444.57,0.2175,1,1,11,1,18323.21,45.5443,38,1,0,Jul-2016,Aug-1998,1170.87,13.8745,784,788,1160.67,Nov-2016,539.71,FL,636xx
Fully Paid,E,E3,Verified,wedding,60 months,f,2 years,MORTGAGE,INDIVIDUAL,22444.00,230255.36,0.2143,2,2,13,0,6958.29,72.5020,26,1,0,Feb-2019,Nov-1994,496.63,18.2027,797,801,513.43,Sep-2019,1312.29,GA,388xx
Current,F,F1,Source Verified,home_improvement,36 months,f,5 years,MORTGAGE,INDIVIDUAL,12032.00,163395.97,0.1215,1,0,12,1,16662.59,52.4223,25,4,0,Aug-2019,Nov-1995,367.93,11.2048,616,620,353.43,Jun-2020,511.67,WA,313xx
Fully Paid,D,D2,Not Verified,house,36 months,f,5 years,OWN,INDIVIDUAL,23718.00,207510.93,0.1413,0,4,12,0,34304.48,84.5260,38,2,0,Apr-2021,Feb-2009,734.10,12.6930,732,736,731.17,Jan-2022,1776.43,NJ,616xx
Current,A,A5,Not Verified,small_business,36 months,w,9 years,OWN,INDIVIDUAL,8716.00,122618.56,0.2352,0,2,10,0,651.68,14.0020,11,1,0,Mar-2022,Jan-2007,294.16,23.8879,694,698,293.91,Dec-2022,1236.11,AZ,133xx
Fully Paid,E,E4,Source Verified,medical,36 months,f,2 years,RENT,JOINT,35927.00,220789.31,0.1527,1,1,8,0,16487.59,74.3763,36,1,0,Mar-2014,Oct-2008,1157.32,17.7408,821,825,1163.54,Mar-2015,3554.80,FL,522xx
Fully Paid,C,C2,Source Verified,medical,36 months,f,< 1 year,MORTGAGE,INDIVIDUAL,35282.00,148701.90,0.1337,0,0,5,1,10071.08,32.0201,18,1,0,Sep-2018,Aug-1994,1129.45,16.9372,746,750,1126.45,Dec-2019,2860.81,NC,246xx
Fully Paid,G,G1,Source Verified,other,36 months,w,5 years,MORTGAGE,INDIVIDUAL,10380.00,84693.69,0.1833,0,4,16,1,20668.74,42.6509,26,1,0,May-2022,Oct-2019,313.61,9.7386,604,608,355.26,Oct-2022,409.72,NC,885xx
Fully Paid,C,C2,Not Verified,house,36 months,w,6 years,MORTGAGE,INDIVIDUAL,27663.00,121289.55,0.1415,2,2,1,0,8332.73,51.4731,28,4,0,Aug-2019,Nov-2014,832.68,9.2930,691,695,847.73,Dec-2019,74.07,TX,641xx
Fully Paid,A,A5,Verified,home_improvement,36 months,w,9 years,ANY,INDIVIDUAL,6515.00,234233.15,0.3267,0,0,18,0,23089.90,19.8099,25,3,0,Jul-2021,Jul-1997,196.15,9.3210,624,628,184.78,Sep-2022,316.36,FL,338xx
Current,B,B2,Not Verified,small_business,36 months,w,8 years,RENT,JOINT,11172.00,93802.13,0.2132,2,2,12,0,5497.20,30.0745,19,4,0,Jan-2016,Oct-2000,326.64,5.8391,800,804,308.19,Jun-2016,340.29,AZ,945xx
Current,D,D2,Source Verified,vacation,36 months,f,2 years,MORTGAGE,INDIVIDUAL,30168.00,75079.91,0.0561,1,1,13,0,19878.37,65.0005,14,0,0,Feb-2022,Jan-1992,907.96,9.2764,788,792,930.13,Jul-2023,1045.96,NC,386xx
Fully Paid,A,A1,Source Verified,major_purchase,36 months,f,4 years,MORTGAGE,JOINT,25022.00,197163.14,0.1298,1,0,16,0,6936.81,50.6332,33,1,0,Mar-2019,Oct-2011,800.05,16.7843,673,677,797.31,Mar-2020,486.94,TX,680xx
Fully Paid,B,B4,Not Verified,renewable_energy,36 months,f,7 years,MORTGAGE,INDIVIDUAL,9449.00,55294.04,0.0544,1,0,6,0,10929.99,27.0860,18,2,0,Oct-2019,Aug-1993,292.30,12.6253,661,665,300.54,Feb-2020,244.82,CA,675xx
Current,D,D4,Not Verified,credit_card,36 months,w,< 1 year,ANY,JOINT,38162.00,37527.84,0.0877,0,3,14,1,13975.31,46.9279,17,0,1,Feb-2016,Jan-1998,1180.20,12.5926,730,734,1193.27,Sep-2016,1530.55,NJ,959xx
Current,C,C5,Not Verified,moving,36 months,w,10+ years,RENT,INDIVIDUAL,19907.00,229856.68,0.0389,0,3,7,0,6426.84,62.7010,14,2,0,May-2021,May-1991,603.11,10.0744,805,809,621.11,Sep-2021,1173.50,TX,296xx
Current,B,B2,Not Verified,other,60 months,f,4 years,ANY,INDIVIDUAL,22908.00,109107.40,0.1758,0,2,12,1,10221.42,83.2061,19,4,0,Feb-2014,Dec-1995,475.52,13.6376,640,644,463.42,Feb-2015,41.51,GA,864xx
Fully Paid,D,D1,Source Verified,other,60 months,f,4 years,RENT,INDIVIDUAL,19713.00,116135.59,0.1939,1,2,3,1,15028.42,10.5139,26,5,0,Sep-2020,Aug-2014,417.02,14.9602,804,808,415.49,Jan-2022,526.83,FL,683xx
Current,A,A1,Not Verified,car,36 months,w,8 years,ANY,INDIVIDUAL,34243.00,65732.90,0.1214,0,5,8,0,21359.43,33.0317,12,2,0,Dec-2022,Apr-2009,1134.67,21.4325,719,723,1195.37,Jun-2023,1483.94,CA,936xx
Fully Paid,D,D1,Verified,vacation,36 months,f,10+ years,ANY,INDIVIDUAL,18321.00,176954.18,0.2009,0,2,1,0,9247.91,0.0000,2,0,0,Oct-2015,Jan-2009,604.79,20.9309,610,614,606.52,Mar-2017,156.64,TX,856xx
Fully Paid,C,C4,Verified,home_improvement,36 months,w,3 years,ANY,INDIVIDUAL,39762.00,125414.59,0.1707,1,4,9,1,17149.88,15.3799,18,2,0,Aug-2014,Mar-2011,1308.83,20.5558,738,742,1336.96,Mar-2015,4639.94,TX,853xx
Current,A,A1,Not Verified,debt_consolidation,60 months,f,5 years,ANY,JOINT,38880.00,192890.21,0.2448,0,1,1,1,11612.19,47.5341,6,8,0,Sep-2020,Sep-2005,864.64,18.5732,666,670,871.22,Dec-2020,953.83,FL,589xx
Fully Paid,E,E2,Not Verified,moving,60 months,f,1 year,RENT,INDIVIDUAL,30107.00,229711.67,0.1714,1,3,11,1,12517.90,51.1673,38,4,0,Jan-2015,May-1998,705.65,22.5711,769,773,735.33,Jan-2015,2046.25,GA,335xx
